"gender","Job.Title.Description","Termination.Reason.Description","City","Pay.Frequency","Pay.Grade.Description","Protected.Veteran.Status","Voluntary.Involuntary.Termination.Flag","years_club","Attrition"
"Female","Dining Service Assistant","False Emp Applicat","Rochester","Weekly","20","2","No Info","Potential","1"
"Female","LPN SACC",NA,"Webster","Weekly","26","No Answer","No Info","Club10","0"
"Male","CNA WTCC3",NA,"Rochester","Weekly","22","2","No Info","Club20","0"
"Female","CNA 8th Flr","Abandoned Job","Rochester","Weekly","22","2","2","Potential","1"
"Female","RN WTCC1",NA,"Rochester","Weekly","30","2","No Info","Potential","0"
"Female","C/O Director",NA,"Sodus Point","Biweekly","96- Director, 9% Target Bonus","No Answer","No Info","Club10","0"
"Female","Occupational Therapist",NA,"Walworth","Biweekly","32","No Answer","No Info","Club30","0"
"Female","CNA 9th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","LPN SCU",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","LPN SACC",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","Life Enrichment Coordinator",NA,"Rochester","Biweekly","27","2","No Info","Potential","0"
"Female","CNA WTCC1","Resignation","SPENCERPORT","Weekly","22","2","No Info","Club10","1"
"Female","Executive Director",NA,"Rochester","Biweekly","96- Director, 9% Target Bonus","2","No Info","Potential","0"
"Female","SCU Nursing Care Coordinator",NA,"Macedon","Weekly","31","No Answer","No Info","Club10","0"
"Female","Reimbursement Nurse Specialist",NA,"Hilton","Biweekly","32","No Answer","No Info","ClubElite","0"
"Female","Infection Preventionist",NA,"Walworth","Biweekly","31","No Answer","No Info","Club30","0"
"Male","Cafeteria Srvc Asst",NA,"Rochester","Weekly","20","No Answer","No Info","Club20","0"
"Male","Driver",NA,"West Henrietta","Weekly","21","No Answer","No Info","ClubElite","0"
"Male","C/R Driver",NA,"Webster","Weekly","21","No Answer","No Info","Club30","0"
"Male","CNA 7th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club20","0"
"Male","C/R Driver",NA,"Webster","Weekly","21","2","No Info","Club20","0"
"Male","Network Administrator","Another Job","Fairport","Biweekly","31","2","No Info","Club10","1"
"Female","Staffing Coordinator",NA,"Rochester","Weekly","24","No Answer","No Info","Potential","0"
"Male","Painter",NA,"Rochester","Weekly","21","No Answer","No Info","Potential","0"
"Male","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","ClubElite","0"
"Male","Sr VP of Human Resources",NA,"Brockport","Biweekly","97- VP, 15% Target Bonus","No Answer","No Info","Club10","0"
"Male","Laundry Supervisor",NA,"Rochester","Biweekly","26","No Answer","No Info","ClubElite","0"
"Male","Driver",NA,"Rochester","Weekly","21","No Answer","No Info","Club30","0"
"Male","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club30","0"
"Female","LPN 9th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Club30","0"
"Female","HIM Associate",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 8th Flr","Abandoned Job","Rochester","Weekly","22","No Answer","No Info","Club20","1"
"Female","CNA SCU","Walked Off Job","Rochester","Weekly","22","2","2","Potential","1"
"Female","WTCC2 Nurse Manager",NA,"Rochester","Biweekly","32","2","No Info","Potential","0"
"Male","Technical Support Analyst",NA,"Webster","Weekly","26","2","No Info","Potential","0"
"Male","Driver","Normal Retirement","Webster","Weekly","21","No Answer","2","Potential","1"
"Male","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club30","0"
"Female","Dir. Adult Day And Dementia Se",NA,"Rochester","Biweekly","96- Director, 9% Target Bonus","No Answer","No Info","Club20","0"
"Male","CNA 8th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Male","SACC Maint Mechanic B",NA,"Williamson","Weekly","25","2","No Info","Club10","0"
"Male","Env Svc Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Male","C/R Food Service Director",NA,"Pittsford","Biweekly","96- Director, 9% Target Bonus","No Answer","No Info","Potential","0"
"Male","PM Dining Service Assistant",NA,"rochester","Weekly","20","2","No Info","Potential","0"
"Male","Driver",NA,"Rochester","Weekly","21","No Answer","No Info","Club20","0"
"Female","Administrative Manager",NA,"Rochester","Biweekly","28","No Answer","No Info","Potential","0"
"Female","Resident Account Rep",NA,"Rochester","Weekly","25","No Answer","No Info","Potential","0"
"Female","Resident Care Aide - Rainier Grove",NA,"Ontario","Weekly","21","No Answer","No Info","Club20","0"
"Female","CNA 5th Flr","Resignation","Rochester","Weekly","22","2","No Info","Club10","1"
"Female","Reimbursement Nurse Specialist",NA,"Rochester","Biweekly","32","No Answer","No Info","Potential","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 2nd Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","ClubElite","0"
"Female","Social Worker BSW Part time",NA,"Penfield","Weekly","28","No Answer","No Info","Potential","0"
"Female","CNA 4th Flr","Poor Performance","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","LPN 6th Flr",NA,"west Henrietta","Weekly","26","2","No Info","Club10","0"
"Female","Reimbursement Nurse Specialist",NA,"Rochester","Biweekly","32","No Answer","No Info","Potential","0"
"Male","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Potential","0"
"Female","TCC Dining Ambassador",NA,"Rochester","Weekly","21","No Answer","No Info","Club10","0"
"Male","Per Diem PTA","Elimination of Pos","Webster","Weekly","73- Per Diem: COTA/PTA","No Answer","No Info","Club30","1"
"Female","CNA 3rd Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","Dir. Finance",NA,"Rochester","Biweekly","96- Director, 9% Target Bonus","2","No Info","Club20","0"
"Female","Pharmacy Intern",NA,"Rochester","Weekly","25","2","No Info","Potential","0"
"Female","RN",NA,"North Chili","Biweekly","31","2","No Info","Potential","0"
"Female","Resident Care Aide - The Glen",NA,"Webster","Weekly","21","2","No Info","Potential","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","CNA WTCC1",NA,"Rochester","Weekly","22","4","No Info","Club30","0"
"Female","Clinical Dietician - Part time",NA,"Pittsford","Weekly","28","No Answer","No Info","ClubElite","0"
"Female","C/R Driver","Normal Retirement","Rochester","Weekly","21","No Answer","No Info","Potential","1"
"Female","CNA WTCC1","Another Job","Brockport","Weekly","22","No Answer","No Info","Club30","1"
"Female","3rd Flr Nurse Manager",NA,"Rochester","Biweekly","33","2","No Info","Potential","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA Trainee 4th Flr",NA,"Rochester","Weekly","72- Per Diem: CNA Trainee","No Answer","No Info","Potential","0"
"Female","Nursing Supervisor",NA,"Brighton","Weekly","32","No Answer","No Info","Club30","0"
"Female","Per Diem Speech Path",NA,"Rochester","Weekly","74- Per Diem: PT/OT/Speech Path","2","No Info","Potential","0"
"Female","Recreation Therapist Per Diem",NA,"Webster","Weekly","25","2","No Info","Potential","0"
"Female","Per Diem Occup. Therapist",NA,"Rochester","Weekly","74- Per Diem: PT/OT/Speech Path","No Answer","No Info","Potential","0"
"Female","HIM Coding Specialist",NA,"Macedon","Weekly","26","2","No Info","Club10","0"
"Female","CNA WTCC2","Abandoned Job","Rochester","Weekly","22","2","2","Potential","1"
"Male","C/R Cook",NA,"Rochester","Weekly","23","No Answer","No Info","Potential","0"
"Male","LPN WTCC2",NA,"Fairport","Weekly","26","2","No Info","Potential","0"
"Male","PT Assistant",NA,"Churchville","Weekly","27","2","No Info","Club10","0"
"Male","Sr. CSR Technician",NA,"Webster","Weekly","24","2","No Info","Potential","0"
"Female","CNA 4th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Potential","0"
"Female","Resident Account Rep","Relocation","Farmington","Weekly","25","2","No Info","Potential","1"
"Male","CNA 4th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Male","PM Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","Nursing Supervisor",NA,"Rochester","Weekly","32","No Answer","No Info","Club30","0"
"Male","Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Resident Care Aide - The Glen",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Male","Dining Service Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club30","0"
"Female","CNA WTCC1",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 9th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","LPN SCU",NA,"Rochester","Weekly","26","No Answer","No Info","Club30","0"
"Female","CNA SACC",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Male","CSR Manager",NA,"Rochester","Weekly","29","2","No Info","Potential","0"
"Female","CNA 8th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","C/O Env. Service Assistant",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Female","CNA SCU",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","CNA SACC",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","LPN SCU",NA,"Rochester","Weekly","26","No Answer","No Info","Club10","0"
"Female","Resident Care Aide - Rainier Grove",NA,"Rochester","Weekly","21","No Answer","No Info","ClubElite","0"
"Female","Per Diem Phys. Therapist",NA,"W. Henrietta","Weekly","74- Per Diem: PT/OT/Speech Path","No Answer","No Info","Potential","0"
"Female","CNA 9th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","LPN 5th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Club20","0"
"Female","TCC Dining Ambassador",NA,"Irondequoit","Weekly","21","2","No Info","Potential","0"
"Female","LPN 6th Flr",NA,"Walworth","Weekly","26","2","No Info","Potential","0"
"Female","SACC Sr. Concierge",NA,"Rochester","Weekly","23","No Answer","No Info","Club10","0"
"Female","PM Dining Service Assistant","Abandoned Job","Rochester","Weekly","20","2","No Info","Potential","1"
"Female","LPN 7th Flr","Return to School","Rochester","Weekly","26","2","No Info","Club10","1"
"Female","CNA SACC","Invol- Theft","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","CNA WTCC2",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","LPN 5th Flr",NA,"Rochester","Weekly","26","2","No Info","Club10","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 6th Flr","Abandoned Job","Rochester","Weekly","22","2","2","Potential","1"
"Female","CNA LCC",NA,"Rochester","Weekly","22","No Answer","No Info","Club10","0"
"Female","AM Household Dining Asst",NA,"Rochester","Weekly","20","No Answer","No Info","Potential","0"
"Female","Executive Director of WTCC",NA,"Geneseo","Biweekly","97- VP, 15% Target Bonus","No Answer","No Info","Potential","0"
"Female","Nursing Supervisor",NA,"Rochester","Weekly","32","No Answer","No Info","Potential","0"
"Female","CNA WTCC3",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","Social Worker MSW",NA,"Rochester","Biweekly","28","2","No Info","Potential","0"
"Female","Nursing Supervisor",NA,"Rochester","Weekly","32","2","No Info","Potential","0"
"Female","CNA 8th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club20","0"
"Female","CNA 5th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club20","0"
"Male","PM Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Club10","0"
"Female","CNA SACC",NA,"Irondequoit","Weekly","22","2","No Info","Potential","0"
"Female","LPN 8th Flr",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Male","C/R Waitstaff",NA,"Rochester","Weekly","20","2","No Info","Club10","0"
"Male","AM Household Dining Asst",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA SACC","Relocation","Rochester","Weekly","22","No Answer","No Info","ClubElite","1"
"Female","Pastoral Care Coordinator","Normal Retirement","Fairport","Weekly","27","No Answer","2","Potential","1"
"Female","CNA 5th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","LPN 2nd Flr",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","Clerk - Cafe Rizzo",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA 3rd Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","Resident Care Aide - The Glen",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club10","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","CNA WTCC1",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","LPN SACC",NA,"Webster","Weekly","26","No Answer","No Info","ClubElite","0"
"Female","Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","Env Svc Assistant","Abandoned Job","Rochester","Weekly","20","2","No Info","Potential","1"
"Female","CNA 2nd Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","TCC Dining Ambassador","Reorganization","Rochester","Weekly","21","2","No Info","Club20","1"
"Female","CNA SACC",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","CNA 9th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","CNA 3rd Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","LPN SCU",NA,"Rochester","Weekly","26","No Answer","No Info","Club30","0"
"Male","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club20","0"
"Male","C/R Sous Chef",NA,"Ontario","Weekly","25","No Answer","No Info","Potential","0"
"Female","CNA SACC",NA,"Rochester","Weekly","22","No Answer","No Info","Club20","0"
"Female","Per Diem Occup. Therapist","Elimination of Pos","Rochester","Weekly","74- Per Diem: PT/OT/Speech Path","2","No Info","Club10","1"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","Clerk - Cafe Rizzo",NA,"Penfield","Weekly","20","No Answer","No Info","Club30","0"
"Female","Laundry Team Leader",NA,"Rochester","Weekly","21","No Answer","No Info","Club10","0"
"Female","CNA 8th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","C/R Pastoral Care Coordinator","Normal Retirement","Rochester","Weekly","27","No Answer","No Info","Potential","1"
"Female","HIM Associate",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Male","PM Dining Service Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club30","0"
"Female","LPN 9th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Club30","0"
"Female","Nursing Care Coordinator WTCC2",NA,"Rochester","Weekly","31","2","No Info","Potential","0"
"Female","LPN 5th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Potential","0"
"Female","HR Service Coordinator",NA,"East Rochester","Biweekly","28","No Answer","No Info","Club30","0"
"Female","Occupational Therapist",NA,"Spencerport","Biweekly","32","2","No Info","Club10","0"
"Female","Resident Care Aide - Rainier Grove",NA,"Webster","Weekly","21","2","No Info","Potential","0"
"Female","CNA 8th Flr","Abandoned Job","Rochester","Weekly","22","2","2","Potential","1"
"Female","LPN SCU",NA,"Rochester","Weekly","26","No Answer","No Info","Potential","0"
"Male","Maintenance Foreman",NA,"Leroy","Weekly","29","No Answer","No Info","Potential","0"
"Male","Dir. Food & Nutrition Services",NA,"Fairport","Biweekly","96- Director, 9% Target Bonus","No Answer","No Info","Potential","0"
"Male","VP St. Anns Foundation & Reso",NA,"Rochester","Biweekly","97- VP, 15% Target Bonus","No Answer","No Info","Potential","0"
"Male","C/R Waitstaff",NA,"Ontario","Weekly","20","2","No Info","Potential","0"
"Female","Clinical Dietician - Part time",NA,"Victor","Weekly","28","2","No Info","Potential","0"
"Female","Diet Technician",NA,"Rochester","Weekly","25","No Answer","No Info","ClubElite","0"
"Female","Sr. CNA/Preceptor TH",NA,"Rochester","Weekly","23","No Answer","No Info","Club20","0"
"Female","SA Receptionist",NA,"Rochester","Weekly","21","No Answer","No Info","Club10","0"
"Female","C/R Concierge",NA,"Fairport","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 5th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","C/R MC LPN Supervisor",NA,"Rochester","Weekly","28","2","No Info","Potential","0"
"Female","VP & Administrator",NA,"Penfield","Biweekly","97- VP, 15% Target Bonus","No Answer","No Info","Potential","0"
"Female","Physical Therapist",NA,"Webster","Biweekly","32","No Answer","No Info","Club30","0"
"Female","Clinical Assistant",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","Driver",NA,"Rochester","Weekly","21","2","No Info","Club10","0"
"Female","Retail Service Associate Bistr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","Wound Healing Center RN Part Time","Personal","Fairport","Weekly","31","2","No Info","Potential","1"
"Female","Sr. Nurse Practitioner","Another Job","Rochester","Biweekly","ADON/Comp Crd","No Answer","No Info","Potential","1"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","CNA WTCC3",NA,"Rochester","Weekly","22","2","No Info","Club10","0"
"Female","CNA SACC","Abandoned Job","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","CNA WTCC2","Resignation","Rochester","Weekly","22","2","2","Potential","1"
"Male","Pharmacy Technician",NA,"Penfield","Weekly","23","No Answer","No Info","Potential","0"
"Female","TCC Dining Ambassador",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","Nursing Supervisor",NA,"Rochester","Weekly","32","No Answer","No Info","Club20","0"
"Female","Reimbursement Nurse Specialist",NA,"Rochester","Biweekly","32","2","No Info","Potential","0"
"Female","CNA 9th Flr","Absentee-Tardiness","Rochester","Weekly","22","No Answer","1","Club30","1"
"Female","CNA SACC",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","LPN 2nd Flr","Another Job","Rochester","Weekly","26","2","No Info","Potential","1"
"Female","C/R Activities Coordinator",NA,"Penfield","Weekly","24","No Answer","No Info","Club20","0"
"Female","LPN 6th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Potential","0"
"Female","PT Assistant",NA,"Webster","Weekly","27","2","No Info","Club20","0"
"Female","Cook Assistant",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Female","LPN 7th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Potential","0"
"Female","CNA 9th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","Life Enrichment Coach",NA,"Rochester","Weekly","23","No Answer","No Info","ClubElite","0"
"Female","CNA 2nd Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","Annual Giving Associate",NA,"Honeoye Falls","Biweekly","28","2","No Info","Potential","0"
"Female","CNA SACC",NA,"Rochester","Weekly","22","2","No Info","Club10","0"
"Female","CNA 8th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","ClubElite","0"
"Female","CNA WTCC2",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club30","0"
"Female","LPN 2nd Flr",NA,"Rochester","Weekly","26","2","No Info","Club10","0"
"Female","CNA 8th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","CNA 7th Flr",NA,"Rochester","Weekly","22","2","No Info","Club10","0"
"Female","CNA SCU",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","CNA 2nd Flr","Walked Off Job","Rochester","Weekly","22","2","2","Potential","1"
"Female","CNA WTCC1",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","C/R Facilities-Food Service Se",NA,"Rochester","Weekly","23","No Answer","No Info","Club30","0"
"Female","Sr. Resident Account Rep.","Relocation","Rochester","Weekly","26","1","No Info","Potential","1"
"Female","CNA 3rd Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","Resident Care Aide - The Glen",NA,"Rochester","Weekly","21","No Answer","No Info","Club30","0"
"Male","PM Dining Service Assistant","Fight on Co Prop","Rochester","Weekly","20","2","No Info","Potential","1"
"Female","HR Recruiting Assistant",NA,"Churchville","Weekly","24","No Answer","No Info","Club30","0"
"Female","CNA SACC",NA,"Webster","Weekly","22","2","No Info","Potential","0"
"Female","CNA WTCC3",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","LPN WTCC1","Abandoned Job","Rochester","Weekly","26","2","No Info","Potential","1"
"Female","Env Svc Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Potential","0"
"Female","CNA 2nd Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","Sr. LPN 5th Flr",NA,"Rochester","Weekly","28","No Answer","No Info","Club30","0"
"Female","Resident Care Aide - The Glen",NA,"East Rochester","Weekly","21","No Answer","No Info","Club30","0"
"Male","C/R Security Officer",NA,"Rochester","Weekly","21","No Answer","No Info","Club20","0"
"Male","Marketing Manager",NA,"Rochester","Biweekly","31","2","No Info","Potential","0"
"Male","AM Cook",NA,"Rochester","Weekly","23","No Answer","No Info","Potential","0"
"Female","LPN 6th Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Club10","0"
"Female","Sr. LPN 4th Flr",NA,"Fairport","Weekly","28","No Answer","No Info","Club30","0"
"Female","Resident Care Aide - The Glen",NA,"Rochester","Weekly","21","No Answer","No Info","Club30","0"
"Female","Laundry Worker",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","LPN WTCC2",NA,"Rochester","Weekly","26","No Answer","No Info","Club30","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Male","Per Diem PTA",NA,"Rochester","Weekly","73- Per Diem: COTA/PTA","2","No Info","Potential","0"
"Male","C/O Mechanic",NA,"Webster","Weekly","25","No Answer","No Info","Potential","0"
"Male","Dining Service Assistant",NA,"Webster","Weekly","20","No Answer","No Info","Potential","0"
"Male","TCC Dining Ambassador",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Male","Stationary Engineer",NA,"Rochester","Weekly","29","2","No Info","Potential","0"
"Female","Home & Heart Program Asst.","Illness no return","Webster","Weekly","22","No Answer","2","Club30","1"
"Female","CNA 7th Flr",NA,"Webster","Weekly","22","No Answer","No Info","Club20","0"
"Female","LPN 9th Flr",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
"Female","Occupational Therapist",NA,"Warsaw","Biweekly","32","2","No Info","Potential","0"
"Female","CNA 2nd Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 4th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Male","Puchasing Manager",NA,"Rochester","Biweekly","31","2","No Info","Potential","0"
"Male","C/O Food Service Manager",NA,"Leicester","Biweekly","29","2","No Info","Potential","0"
"Female","CNA SACC",NA,"Webster","Weekly","22","2","No Info","Potential","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","LPN 2nd Flr",NA,"Rochester","Weekly","26","No Answer","No Info","Club20","0"
"Female","CNA 2nd Flr",NA,"Rochester","Weekly","22","2","No Info","Club20","0"
"Female","CNA WTCC2",NA,"Rochester","Weekly","22","No Answer","No Info","Club20","0"
"Female","CNA 4th Flr","Absentee-Tardiness","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","CNA WTCC2",NA,"Rochester","Weekly","22","No Answer","No Info","Potential","0"
"Female","Resource Development Manager","Another Job","Rochester","Biweekly","32","2","2","Potential","1"
"Female","LPN 5th Flr","Abandoned Job","Rochester","Weekly","26","2","2","Potential","1"
"Female","CNA WTCC1","Failed pre-emp test","Rochester","Weekly","22","2","No Info","Potential","1"
"Female","CNA 4th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","Director of Life Enrichment",NA,"Brockport","Biweekly","96- Director, 9% Target Bonus","No Answer","No Info","Club30","0"
"Female","Medical Office Specialist",NA,"Rochester","Weekly","22","2","No Info","Club10","0"
"Female","Occupational Therapist",NA,"Rochester","Biweekly","32","No Answer","No Info","Potential","0"
"Female","Resident Care Aide - The Glen","Death","Webster","Weekly","21","2","No Info","Club10","1"
"Female","RN WTCC3",NA,"Rochester","Weekly","30","2","No Info","Potential","0"
"Female","CNA 4th Flr",NA,"Rochester","Weekly","22","2","No Info","Potential","0"
"Female","CNA 3rd Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club30","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","ClubElite","0"
"Female","C/O Kitchen Utility Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","SA Receptionist",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Male","Dining Service Assistant",NA,"Rochester","Weekly","20","2","No Info","Potential","0"
"Female","C/R Assistant Svc",NA,"Rochester","Weekly","20","No Answer","No Info","Club30","0"
"Female","CNA 2nd Flr",NA,"Geneva","Weekly","22","No Answer","No Info","Club10","0"
"Female","Education Aide",NA,"Rochester","Weekly","24","No Answer","No Info","ClubElite","0"
"Female","Nursing Supervisor",NA,"Rochester","Weekly","32","No Answer","No Info","ClubElite","0"
"Female","CNA 2nd Flr",NA,"Rochester","Weekly","22","2","No Info","Club10","0"
"Female","Staffing Coordinator",NA,"Rochester","Weekly","24","2","No Info","Potential","0"
"Male","Dining Service Assistant",NA,"Rochester","Weekly","20","No Answer","No Info","Club10","0"
"Female","CNA SCU",NA,"Rochester","Weekly","22","No Answer","No Info","ClubElite","0"
"Female","LPN 2nd Flr",NA,"Henrietta","Weekly","26","2","No Info","Club10","0"
"Female","TCC Dining Ambassador",NA,"Rochester","Weekly","21","No Answer","No Info","Potential","0"
"Female","CNA 6th Flr",NA,"Rochester","Weekly","22","No Answer","No Info","Club20","0"
"Female","Staffing Coordinator","Poor judgement","Rochester","Weekly","24","2","No Info","Potential","1"
"Female","Resident Account Representative Supervisor",NA,"Rochester","Weekly","27","No Answer","No Info","Club30","0"
"Female","Resident Care Aide - Rainier Grove",NA,"Rochester","Weekly","21","No Answer","No Info","ClubElite","0"
"Female","Sr. Executive Assistant & Mana",NA,"Rochester","Biweekly","28","2","No Info","Club10","0"
"Male","Environmental Services Assistant Supervisor",NA,"Rochester","Weekly","23","No Answer","No Info","Club30","0"
"Male","C/R Mechanic",NA,"Webster","Weekly","25","No Answer","No Info","Club10","0"
"Female","Reimbursement Case Manager",NA,"Rochester","Biweekly","31","No Answer","No Info","Club20","0"
"Female","C/O Env. Service Assistant",NA,"Rochester","Weekly","21","No Answer","No Info","Potential","0"
"Female","Nursing Supervisor",NA,"Rochester","Weekly","32","2","No Info","Potential","0"
"Female","TCC Dining Ambassador",NA,"Rochester","Weekly","21","2","No Info","Potential","0"
"Female","LPN 5th Flr",NA,"Rochester","Weekly","26","2","No Info","Potential","0"
