@relation UScensus_exercise

@attribute caseid numeric

@attribute dAge {0,1,2,3,4,5,6,7}

@attribute dAncstry1 {0,1,2,3,4,5,6,7,8,9,10,11}

@attribute dAncstry2  {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute iAvail {0,1,2,3,4}

@attribute iCitizen {0,1,2,3,4}

@attribute iClass {0,1,2,3,4,5,6,7,8,9}

@attribute dDepart {0,1,2,3,4,5}
@attribute iDisabl1 {0,1,2}

@attribute iDisabl2 {0,1,2}

@attribute iEnglish {0,1,2,3,4}

@attribute iFeb55 {0,1}
@attribute iFertil {0,1,2,3,4,5,6,7,8,9,10,11,12,13}

@attribute dHispanic {0,1,2,3,4,5,6,7,8,9}

@attribute dHour89 {0,1,2,3,4,5}

@attribute dHours {0,1,2,3,4,5}

@attribute iImmigr {0,1,2,3,4,5,6,7,8,9,10}

@attribute dIncome1 {0,1,2,3,4}

@attribute dIncome2 {0,1}

@attribute dIncome3 {0,1}

@attribute dIncome4 {0,1}

@attribute dIncome5 {0,1}

@attribute dIncome6 {0,1}

@attribute dIncome7 {0,1}

@attribute dIncome8 {0,1}

@attribute dIndustry {0,1,2,3,4,5,6,7,8,9,10,11,12}

@attribute iKorean {0,1}

@attribute iLang1 {0,1,2}

@attribute iLooking {0,1,2}

@attribute iMarital {0,1,2,3,4}
@attribute iMay75880 {0,1}
@attribute iMeans {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute iMilitary {0,1,2,3,4}

@attribute iMobility {0,1,2}
@attribute iMobillim {0,1,2}

@attribute dOccup {0,1,2,3,4,5,6,7,8}

@attribute iOthrserv {0,1}

@attribute iPerscare {0,1,2}

@attribute dPOB {0,1,2,3,4,5,6}

@attribute dPoverty {0,1,2}

@attribute dPwgt1 {0,1,2,3}

@attribute iRagechld {0,1,2,3,4}

@attribute dRearning {0,1,2,3,4,5}

@attribute iRelat1 {0,1,2,3,4,5,6,7,8,9,10,11,12,13}

@attribute iRelat2 {0,1,2,3,4,5,6,7,8,9}

@attribute iRemplpar {0,111,112,113,114,121,122,133,134,141,211,212,213,221,222,223}

@attribute iRiders {0,1,2,3,4,5,6,7,8}

@attribute iRlabor {0,1,2,3,4,5,6}

@attribute iRownchld {0,1}

@attribute dRpincome {0,1,2,3,4,5}

@attribute iRPOB {10,21,22,23,24,31,32,33,34,35,36,40,51,52}

@attribute iRrelchld {0,1}

@attribute iRspouse {0,1,2,3,4,5,6}

@attribute iRvetserv {0,1,2,3,4,5,6,7,8,9,10,11}

@attribute iSchool {0,1,2,3}

@attribute iSept80 {0,1}

@attribute iSex {0,1}

@attribute iSubfam1 {0,1,2,3}

@attribute iSubfam2 {0,1,2,3}

@attribute iTmpabsnt {0,1,2,3}

@attribute dTravtime {0,1,2,3,4,5,6}

@attribute iVietnam {0,1}

@attribute dWeek89 {0,1,2}

@attribute iWork89 {0,1,2}

@attribute iWorklwk {0,1,2}

@attribute iWWII {0,1}

@attribute iYearsch {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17}

@attribute iYearwrk {0,1,2,3,4,5,6,7}

@attribute dYrsserv {0,1,2}



@data
27042,3,0,1,0,0,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,1,2,2,0,2,0,1,1,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,3,0
27043,6,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,2,0,0,0,2,1,2,3,0,2,0,2,1,0,0,0,0,0,0,6,0,3,10,0,1,8,1,0,0,0,0,3,0,0,0,2,2,0,5,3,1
27044,3,1,1,0,0,1,1,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,3,0,2,0,4,0,1,4,2,2,5,0,2,0,2,1,0,3,0,0,0,2,1,0,3,10,0,6,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
27045,2,11,1,4,0,1,0,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,0,2,1,4,0,0,4,2,2,2,0,2,0,2,1,4,2,3,0,114,0,3,1,2,10,1,6,0,2,0,1,0,0,3,0,0,1,1,2,0,8,1,0
27046,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,221,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27047,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,141,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27048,4,1,2,0,0,1,4,2,2,0,0,5,0,1,1,0,1,0,0,0,0,0,0,0,8,0,2,0,0,0,1,4,1,2,2,0,2,0,1,0,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,11,1,0
27049,7,11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,2,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,3,22,0,1,10,1,0,0,0,0,0,0,0,0,2,0,1,15,6,1
27050,6,1,1,0,0,4,3,2,2,0,0,0,0,3,3,0,2,0,0,0,0,0,0,0,3,1,2,0,0,0,1,2,2,2,6,0,2,0,2,0,0,3,0,0,0,1,1,0,3,10,0,1,8,1,0,0,0,0,0,5,0,2,1,1,0,10,1,1
27051,5,9,1,0,4,1,3,2,2,2,0,1,0,3,3,4,1,0,0,0,0,0,0,0,8,0,1,0,4,0,1,4,2,2,2,0,2,3,2,1,4,2,9,0,0,1,1,0,2,52,0,6,0,1,0,1,0,0,0,2,0,2,1,1,0,9,1,0
27052,7,11,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,2,0,0,0,2,2,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,4,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,11,5,2
27053,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,4,0,2,0,141,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
27054,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,4,0,2,0,222,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
27055,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,6,0,112,0,0,0,0,10,1,0,0,1,0,1,3,1,0,0,0,0,0,0,0,1,0,0
27056,7,1,2,0,0,5,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,0,2,2,0,0,0,2,1,2,5,0,2,0,2,1,0,0,0,0,0,0,6,0,2,10,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,10,4,1
27057,7,11,1,0,0,0,0,2,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,6,6,0
27058,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,1,1,4,0,2,0,221,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
27059,4,9,1,0,0,1,5,2,2,1,0,3,0,2,2,0,2,0,0,1,0,0,0,0,7,0,1,0,0,0,1,4,2,2,2,0,2,0,2,1,3,3,2,0,0,1,1,0,3,10,0,2,0,1,0,1,2,1,0,2,0,2,1,1,0,10,1,0
27060,3,1,2,0,0,1,0,2,2,0,0,3,0,1,0,0,1,0,0,0,0,0,0,0,7,0,2,2,0,0,0,4,2,2,2,0,2,0,2,0,1,2,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,10,2,0
27061,4,11,1,0,0,1,5,2,2,0,0,4,0,3,3,0,1,0,0,0,0,1,0,0,5,0,2,0,2,0,1,4,2,2,2,0,2,0,1,2,3,2,0,0,0,1,1,0,2,23,0,4,0,1,0,1,0,0,0,5,0,1,1,1,0,10,1,0
27062,2,1,1,3,0,4,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,9,0,2,0,4,0,0,4,2,2,3,0,2,0,2,1,0,2,6,0,0,0,6,0,2,21,1,6,0,2,0,0,0,0,3,0,0,1,1,2,0,8,2,0
27063,4,1,1,0,0,4,3,2,2,0,0,1,0,5,3,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,4,3,1,0,0,1,1,0,3,10,0,1,0,1,0,1,0,0,0,3,0,1,1,1,0,15,1,0
27064,3,1,1,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,1,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,7,0
27065,6,1,2,0,0,1,1,2,2,0,1,0,0,3,3,0,3,0,0,0,0,0,0,0,3,0,2,0,0,0,1,2,1,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,23,0,1,7,1,0,0,0,0,0,6,0,2,1,1,0,10,1,1
27066,7,0,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,1,0,0,4,2,2,0,0,2,0,2,1,4,0,0,0,0,0,6,0,3,10,0,3,0,1,0,1,0,0,0,0,0,0,2,2,0,5,7,0
27067,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,3,0,111,0,0,1,0,24,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
27068,4,1,1,0,0,1,1,2,2,0,0,1,0,2,2,0,3,0,0,0,0,0,0,0,9,0,2,0,2,0,1,4,2,2,1,0,2,0,2,1,4,4,0,0,0,1,1,0,4,10,0,4,0,1,0,1,0,0,0,4,0,2,1,1,0,11,1,0
27069,6,11,1,0,0,1,5,2,2,1,0,2,0,1,3,0,1,0,0,0,0,0,0,0,7,0,1,0,0,0,1,4,1,2,2,0,2,0,2,1,4,2,1,0,0,1,1,0,2,22,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
27070,3,1,1,0,0,1,2,2,2,0,0,0,0,5,4,0,3,0,0,1,0,0,0,0,4,0,2,0,0,0,1,4,1,2,5,0,2,0,2,0,0,4,0,0,0,1,1,0,4,10,0,1,0,2,0,0,0,0,0,3,0,2,1,1,0,12,1,0
27071,7,1,2,0,0,6,4,2,2,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,6,0,2,0,0,0,1,4,1,2,2,0,2,0,2,1,0,1,0,0,0,1,1,0,4,10,0,1,0,1,0,0,0,0,0,4,0,1,1,1,0,6,1,0
27072,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4,0,2,0,112,0,0,1,0,10,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0
27073,7,1,2,0,0,0,0,2,2,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,2,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,9,6,0
27074,7,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,4,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,0,2,2,0,11,5,0
27075,1,3,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,2,1,4,0,2,0,112,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
27076,7,2,1,0,0,1,0,2,2,0,0,3,0,1,1,0,1,0,0,1,1,0,0,0,8,0,2,0,0,0,11,4,1,2,1,0,2,0,2,1,4,2,1,0,0,0,1,0,2,10,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,10,1,0
27077,6,1,1,0,0,1,2,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,4,3,1,0,0,1,1,0,3,21,0,1,0,1,0,1,0,0,0,6,0,1,1,1,0,10,1,0
27078,4,11,1,0,0,1,0,2,2,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,9,0,2,2,0,0,0,4,1,2,1,0,2,0,2,1,3,2,2,0,0,0,6,0,2,10,0,1,0,1,0,1,1,1,3,0,0,1,1,2,0,12,2,0
27079,5,8,1,0,3,0,0,2,2,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,2,2,0,0,2,3,2,1,0,0,2,0,0,0,6,0,0,51,0,2,0,1,0,0,2,1,3,0,0,0,2,2,0,1,7,0
27080,3,11,2,0,0,1,5,2,2,0,0,0,0,2,3,0,1,0,0,1,0,0,0,0,7,0,2,0,0,0,1,4,2,2,2,0,2,0,2,2,0,2,0,0,0,1,1,0,2,10,0,1,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
27081,3,1,4,0,0,1,1,2,2,1,0,0,9,5,5,0,1,0,0,0,0,0,0,0,8,0,1,0,4,0,2,4,2,2,3,0,2,0,2,1,0,2,8,0,0,0,1,0,2,10,0,6,0,1,0,0,0,0,0,5,0,2,1,1,0,8,1,0
27082,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,2,4,0,2,0,121,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
27083,5,1,2,0,0,1,2,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,5,0,2,0,3,0,1,2,2,2,6,0,2,0,2,2,0,2,10,0,0,2,1,0,2,22,0,5,4,1,0,0,0,0,0,2,1,1,1,1,0,13,1,1
27084,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27085,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,111,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
27086,7,3,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,4,1,2,0,0,2,0,2,1,0,0,0,0,0,0,6,0,2,24,0,1,0,1,0,0,0,0,0,0,0,0,2,2,0,5,6,0
27087,7,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,0,0,0,2,2,1,0,0,2,0,2,1,0,0,0,0,0,0,6,0,4,21,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,6,6,1
27088,4,0,1,0,0,6,5,2,2,0,0,4,0,1,1,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,2,2,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,1,0,2,1,1,0,10,1,0
27089,6,1,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,2,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,22,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,11,6,0
27090,5,0,1,0,0,1,3,2,2,0,0,2,0,2,3,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,6,0,2,0,2,1,4,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,11,1,0
27091,6,9,1,0,3,1,2,2,2,3,0,0,0,3,3,6,3,0,0,0,0,0,0,0,7,0,1,0,0,0,1,4,1,2,2,0,2,3,2,1,0,4,0,0,0,1,1,0,4,51,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,10,1,0
27092,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,122,0,0,1,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27093,5,0,1,0,0,5,1,2,2,0,0,3,0,3,2,0,3,0,0,1,0,0,0,0,5,0,2,0,2,0,1,4,2,2,2,0,2,0,2,2,4,4,0,0,0,1,1,0,4,10,0,4,0,1,0,1,0,0,0,4,0,1,1,1,0,11,1,0
27094,2,1,2,0,0,1,5,2,2,0,0,0,0,5,3,0,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,1,2,5,0,2,0,2,1,0,2,2,0,0,1,1,0,2,10,0,2,0,1,0,0,0,0,0,4,0,2,1,1,0,10,1,0
27095,5,1,1,0,0,6,4,2,2,0,0,4,0,3,3,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,1,4,1,2,2,0,2,0,2,2,4,3,1,0,0,1,1,0,3,23,0,1,0,1,0,1,0,0,0,5,0,2,1,1,0,10,1,0
27096,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,112,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
27097,6,1,1,0,0,1,1,2,2,0,0,0,0,4,3,0,3,0,0,1,0,0,0,0,4,1,2,0,0,0,1,2,1,2,5,0,2,0,2,1,0,4,0,0,0,1,1,0,4,10,0,1,8,1,0,0,0,0,0,3,0,2,1,1,0,10,1,1
27098,6,1,1,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,2,2,0,0,0,2,2,2,6,0,2,0,2,0,0,0,0,0,0,0,6,0,2,22,0,1,10,1,0,0,0,0,3,0,0,0,2,2,1,5,4,1
27099,4,1,1,0,0,1,2,2,2,0,0,3,0,3,3,0,2,0,0,0,0,0,0,0,4,0,2,0,0,0,1,4,2,2,1,0,2,0,2,1,2,3,1,0,0,3,1,0,3,22,0,1,0,2,0,1,0,0,0,4,0,2,1,1,0,11,1,0
27100,3,11,1,4,0,5,0,2,2,0,0,1,0,3,0,0,1,0,0,0,1,0,0,0,10,0,2,1,0,0,0,4,2,2,2,0,2,0,2,2,2,2,1,0,0,0,3,0,2,10,0,1,0,1,0,1,0,0,3,0,0,1,1,2,0,1,2,0
27101,3,11,1,0,2,5,0,2,2,0,0,2,0,3,0,8,1,0,0,0,0,0,0,0,10,0,2,2,0,0,0,2,2,2,2,0,2,3,2,2,4,2,1,0,0,0,6,0,2,40,0,1,1,1,1,1,0,0,3,0,0,2,1,2,0,14,1,1
27102,4,1,2,0,0,1,4,2,2,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,7,0,2,0,0,0,1,4,2,2,6,0,2,0,2,2,0,3,0,0,0,1,1,0,3,10,0,1,0,1,0,0,0,0,0,3,0,2,1,1,0,10,1,0
27103,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,2,2,0,4,0,2,0,114,0,0,1,0,40,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
27104,5,1,2,0,0,3,4,2,2,0,0,0,0,4,3,0,2,0,0,0,0,0,0,0,10,0,2,0,0,0,1,4,2,2,2,0,2,0,2,1,0,3,0,0,0,1,1,0,3,22,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,14,1,0
27105,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
27106,4,1,2,0,0,1,3,2,2,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,4,0,2,0,4,0,1,4,2,2,6,0,2,0,2,3,4,2,2,0,0,2,1,0,2,10,0,6,0,1,0,1,0,0,0,5,0,1,1,1,0,10,1,0
27107,4,0,1,0,0,2,3,2,2,0,0,3,0,4,4,0,2,0,0,0,0,0,0,0,9,0,2,0,0,0,1,4,1,2,1,0,2,0,2,1,3,3,1,0,0,3,1,0,3,10,0,1,0,1,0,1,0,0,0,4,0,1,1,1,0,15,1,0
27108,6,1,2,0,0,1,3,2,2,0,0,0,0,3,3,0,1,0,0,0,0,0,1,0,5,1,2,0,0,0,1,2,1,2,5,0,2,0,2,0,0,2,2,0,0,1,1,0,3,10,0,1,8,1,0,0,1,1,0,3,0,1,1,1,0,10,1,1
27109,6,1,2,0,0,3,1,2,2,0,0,1,0,3,3,0,3,0,0,1,0,0,0,0,10,0,2,0,4,0,1,4,1,2,2,0,2,0,2,2,4,4,4,0,0,1,1,0,4,22,0,6,0,1,0,1,0,0,0,4,0,2,1,1,0,10,1,0
27110,7,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,4,1,2,0,0,2,0,2,0,0,0,5,0,0,0,6,0,2,10,0,3,0,1,0,0,0,0,3,0,0,0,2,2,0,10,6,0
27111,7,1,1,0,0,6,0,1,1,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,3,0,2,2,1,0,0,4,1,1,5,0,2,0,2,1,0,2,0,0,0,0,6,0,2,10,0,3,0,1,0,0,0,0,3,0,0,1,1,2,0,9,2,0
27112,2,3,1,0,0,4,5,2,2,1,0,0,0,3,1,0,1,0,0,0,1,0,0,0,9,0,1,0,4,0,9,4,1,2,3,0,2,0,1,1,0,2,0,0,0,0,1,0,2,10,0,6,0,2,0,0,0,0,0,3,0,1,1,1,0,8,1,0
27113,2,1,2,0,0,5,1,2,2,0,0,0,0,1,5,0,1,0,0,0,0,0,0,1,11,0,2,0,4,0,10,1,2,2,7,0,2,0,0,1,0,2,13,0,0,0,4,0,2,22,0,6,1,1,1,0,0,0,0,1,0,1,1,1,0,10,1,1
27114,6,1,2,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,1,2,0,0,2,0,2,1,4,0,1,0,0,0,6,0,0,10,0,1,0,1,0,1,0,0,3,0,0,0,2,2,0,10,6,0
27115,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,2,0,221,0,0,1,0,23,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0
27116,4,11,1,0,0,2,3,2,2,0,0,0,0,4,4,0,3,0,0,1,0,0,0,0,9,0,2,0,0,1,1,2,2,2,1,0,2,0,2,1,0,4,0,0,0,1,1,0,4,22,0,1,3,1,1,0,0,0,0,1,0,2,1,1,0,14,1,1
27117,6,1,1,4,0,1,0,2,2,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,4,1,2,1,0,0,0,2,1,2,5,0,2,0,2,1,0,4,0,0,0,0,3,0,4,24,0,1,8,1,0,0,0,0,1,0,0,2,1,2,0,11,1,1
27118,5,11,1,0,0,1,3,2,2,0,0,0,0,3,2,0,3,0,0,1,0,0,0,0,9,0,2,0,0,0,1,4,1,2,5,0,2,0,2,2,0,4,0,0,0,1,1,0,4,23,0,1,0,1,0,0,0,0,0,5,0,2,1,1,0,11,1,0
27119,5,0,1,0,0,4,2,1,2,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,10,0,2,0,4,0,2,4,1,2,3,0,2,0,1,0,0,2,2,0,0,0,1,0,2,10,0,6,0,1,0,0,2,1,0,5,0,2,1,1,0,1,1,0
27120,5,1,1,0,4,1,4,2,2,3,0,0,0,5,5,1,4,0,0,0,0,0,0,0,6,0,1,0,4,0,2,4,2,2,2,0,2,2,2,2,0,5,0,0,0,0,1,0,5,52,0,6,0,1,0,0,0,0,0,5,0,2,1,0,0,15,1,0
27121,7,0,1,0,0,1,0,2,2,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,8,0,1,0,1,0,0,4,2,2,2,0,2,0,1,1,4,2,0,0,0,0,6,0,2,10,0,3,0,1,0,1,0,0,0,0,0,1,1,0,0,9,1,0
27122,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,111,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0
27123,3,11,1,0,0,1,0,2,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,4,0,2,2,0,0,0,4,2,2,6,0,2,0,2,2,0,2,0,0,0,0,6,0,2,10,0,1,0,1,0,0,0,0,3,0,0,2,1,2,0,10,1,0
27124,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,222,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0,0
27125,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,1,0,0,0,0,0,2,2,0,0,2,0,122,0,0,1,0,10,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0
27126,6,1,4,0,0,1,2,2,2,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,5,1,2,0,0,0,1,2,1,2,2,0,2,0,2,2,0,4,0,0,0,1,1,0,4,24,0,1,8,1,0,0,0,0,0,5,0,2,1,1,0,12,1,1
27127,2,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,1,2,0,0,2,0,1,1,0,0,2,0,223,0,0,1,2,24,1,6,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,0
27128,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,2,1,4,0,2,0,111,0,0,1,0,10,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0,0
27129,3,2,1,0,0,6,4,2,2,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0,8,0,2,0,0,0,1,4,2,2,3,0,2,0,2,1,1,2,1,0,0,1,1,0,2,10,0,1,0,1,0,1,0,0,0,2,0,2,1,1,0,10,1,0
27130,2,1,1,0,0,1,5,2,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,7,0,2,0,4,0,1,4,1,2,6,0,2,0,2,1,0,2,2,0,0,1,1,0,2,10,0,6,0,1,0,0,0,0,0,1,0,2,1,1,0,9,1,0
